"日/月（屈尺）
",1,2,3,4,5,6,7,8,9,10,11,12,"日/月(五指山）
",1,2,3,4,5,6,7,8,9,10,11,12,"日/月(三和）
",1,2,3,4,5,6,7,8,9,10,11,12
15,3.5,0.5,0,30.5,0,7.5,0,0,0.5,0,0.5,0,15,37.5,0.5,0,4,0,4.5,0,0,0,0,2,0,15,89,0,0,10,0,28.5,0,0,0,0,13.5,0
16,6.5,0,0,0,0,44.5,0,25,0,0,15.5,5.5,16,24,0,0.5,0,0,32,0,6,0,0,8,47,16,33,0,3.5,0,0,10,0,29,0,0,30,98.5
17,1.5,0,0,0,0,0.5,0,46,0,0,1,3,17,15,0,0,0,0,2.5,3.5,2.5,0,0,0,22.5,17,51.5,0,0,0,0,2,0,4.5,0,0,1,12.5
18,3.5,0,0,0,0,0,4,3,8,0,0,0,18,5,0,8,0,0.5,0,7,13,0,0,0,3,18,26,0,19.5,0,1.5,0,0,22.5,0,0,0,21.5
19,0,1.5,0,46,26,0,0.5,0.5,0,0,0,1,19,1,12,2.5,21,17,0,1,1,0,0,0,11,19,3,12.5,12.5,36,16.5,0,0,3,0,0,0,48
20,1,0.5,0,41,0,0,0,39,0,14.5,0,25.5,20,7.5,1,0.5,31.5,38.5,0,0,20.5,0,49.5,0,87.5,20,16,0,0.5,28.5,78.5,0,0,50,0,76.5,0,54
21,1,0.5,0,4,6,0,19,12,0,4,0,20.5,21,9.5,14,0,6,3.5,0,0,0,0,26,0,53.5,21,10.5,0,0,7.5,0,0,0,0,0,24.5,0,21.5
22,0,2,0,0,21,0,13,25,0,0,0,1.5,22,0.5,39.5,0,0.5,35,3.5,0,26.5,15.5,0.5,0,1.5,22,0,13,0,0,39.5,1,0,0.5,0,2.5,0,0
23,5,3.5,0,0,12,49.5,5.5,8.5,0,0,0,8.5,23,6,27,0,1,8.5,49,0,50.5,2,0,0,31.5,23,23,105,0,0,7,8,0,1,0,0,0,58
24,32.5,5,0,8,6.5,75,0,0.5,0,0,0,15,24,34,14,0.5,12,4,1,0,11.5,0,0,0.5,34,24,38,75.5,2.5,10,10,4,0,0,0,0,0,37.5
25,0,11,22.5,0,0.5,0,7.5,0,0,0,0,0.5,25,0.5,36,17,4.5,1,0,4,0,0,0.5,12.5,0,25,0.5,8,46.5,10,1.5,0,8,0,0,0,18.5,0
26,0,0,6,2,0,0,99,0,0,0,9,0,26,0,0,7,12.5,0,0,30,0,4.5,0,34,0,26,0,0,21,24,0,0,22,0,0,0,30,0
27,1,0,6,0,0,0,5,3.5,1,0.5,1,0,27,1,0,16,0,0,0,4,0,1,1,0,3.5,27,0,1,20,0,0,0,3,0,0,16,0,2.5
28,0,0,4,0,0,0,2,0,0,14,0,6.5,28,0,0,20,0,0,0,0.5,0,4.5,8,0,7.5,28,0,0,50,0,0,0,0.5,0,8.5,13,0,5.5
29,0,--,0.5,0,0,2,0,0,0,0,0,4,29,0,--,0.5,1.5,0,0,0,0,9,2,0,12.5,29,0,--,8,8.5,0,0,0,0,0.5,1,0,19
30,0,--,1.5,1,0.5,4.5,14.5,2,0,0,5.5,1,30,0,--,1,8,5.5,81.5,0,4,0.5,0,50.5,1.5,30,0,--,10.5,15.5,1,23,0,10.5,0,19.5,71.5,8.5
31,0,--,1.5,--,164,--,0,17.5,--,0.5,--,0,31,0,--,1,--,43,--,0,16,--,4.5,--,0.5,31,0,--,0,--,23.5,--,0,27.5,--,11.5,--,0
總和,87,70,53.5,151,295,452,215,295,294.5,246,84,172,總和,272,247,108.5,138.5,246.5,277,50,396.5,141.5,566.5,325.5,490.5,總和,536,517.5,226,205.5,306,157,35.5,331,92.5,523.5,477.5,710.5
日/月,1,2,3,4,5,6,7,8,9,10,11,12,日/月,1,2,3,4,5,6,7,8,9,10,11,12,日/月,1,2,3,4,5,6,7,8,9,10,11,12
2024011,0,0,22.5,36.5,8,29.5,6.5,0,0,1,2.5,0,202401,0,0,38,10,16.5,3.5,5.5,0,0,0.5,5.5,0,202401,0,0,65,2.5,42.5,15.5,13.5,0,0,1,7.5,0
2,0,0,9.5,0,8,36,73.5,0,0,21,0,0,2,0,4.5,33.5,0.5,26.5,63.5,0,0,0,69,9.5,0,2,0,19.5,37,1,22.5,106.5,13,0,0,52.5,5.5,0
3,11.5,1.5,0.5,0,0,3,8.5,0,0,42.5,0,0,3,8.5,1,4,0,0.5,4,0,0,0,246.5,0,0,3,25,6,5,0,0.5,7.5,0,0,3,135,0,0
4,0,0,0,6,29.5,0,0,0,0,17,0,0,4,0,5,0,5,1.5,0,0,0,0,103,2.5,0,4,0,35.5,0.5,8,6,0,0,0,0,613.5,1,0
5,0,0,0,0,0,14,0,0,0,4,22,0,5,0,10,0,3,0,29.5,0,0,0,1.5,48,0,5,0,16.5,0,4.5,0,29,0,0,0,1,0.5,1
6,0,0,2.5,0.5,0,7.5,4.5,0,0,0,4.5,0,6,0,5,13,2.5,0,8,0,0,0,0,7,2.5,6,0,13.5,20.5,7,1,12,0,0,0,0,3.5,1
7,0,22.5,11,2.5,0,0,23,28,17.5,2,4.5,8.5,7,0,25.5,18,7,0,0.5,0.5,27,0.5,34.5,19.5,32.5,7,0,63,17.5,15.5,0,0.5,0,0,22,70,8.5,59.5
8,0,32,0,8,0,1.5,19,0.5,3.5,42,2,9,8,0,29.5,0,16.5,0,0,5.5,0,4,167,19.5,36.5,8,0,53.5,0,38.5,0,0,0,0.5,0,72,79.5,65
9,2,22,0,5,0,39,0,41,0,0,5.5,0.5,9,2.5,18.5,0,12.5,0,2,0,0,3.5,25,42.5,2.5,9,12.5,37,0,10,0,1.5,0,0,3,18,123.5,4
10,1,0,0,15,0,0,5,0,0.5,0.5,6,0,10,0.5,0,0,2,0,0,45,0,0.5,2,17.5,11,10,2,0,0.5,8.5,0,0,71.5,0,4,0.5,14.5,48
11,0,0,20.5,0,0,0,0.5,6.5,0,0,1,2,11,0,0,24,0,0,0,0,0,0,0,46,7,11,0,0,25.5,0,0,0,0.5,0,0,0,12,5
12,0,0,5,0,33,0,13.5,0.5,0,0,9,3,12,0,0,3,0,43.5,0,0,0,0,10,62,46.5,12,0,0,3.5,0,55.5,0,0,0.5,0,0,33.5,31
13,0,0,0,0,8.5,0,7.5,9.5,0,0,0.5,3,13,0,0,0,0,26.5,0,1.5,2,4.5,0,13,14.5,13,0,0,0,0,49.5,0,0,0,3,2,24.5,80.5
14,0,0,0,0,17,2.5,0,43,15.5,0,0,0.5,14,0,0,0,0.5,2.5,1.5,0,16,18.5,0,0.5,8.5,14,0,0,0,0,1,5.5,0,37,43,0,0,7.5
15,11,0,0,0,0,0,0,35,1.5,0.5,0,0,15,27.5,1,0,0,0,0,0,16.5,0,0,0,0.5,15,6,1,0,0,0,0,0,41,0,0,0,0
16,0.5,1.5,0,0,0,54.5,0,0,2.5,1.5,4,0,16,4,5,0,1,0,43.5,0,0,3,21,46,0,16,3,23,0,0,0,25.5,0,0,7,24,58.5,0
17,0,0,0,0,1,10,0,1.5,2,0,29,0,17,0,0,1,0,0,0,0,4,1,3.5,66.5,0.5,17,0,0,1.5,0,0,1,0,15.5,1.5,4,133.5,0.5
18,0,0,0,45.5,0,24,0,11,80.5,0,29,0.5,18,0,0,5,73.5,0,22.5,0,0.5,35.5,0,69.5,0.5,18,0,0,7.5,52.5,0,80,0,2.5,8,0,7,2
19,0,0,4.5,1.5,0,54.5,0,23.5,25,3.5,6.5,2,19,0,0,5.5,0,0,1,0,0.5,8.5,87.5,37.5,14.5,19,0.5,0,12,0,3.5,0,0,61.5,1,10,22,24.5
20,1,0,0,0.5,0.5,0,0,67.5,0,8.5,6,4,20,3.5,0,0,0.5,13,0,0,4.5,0,49.5,57.5,19.5,20,31.5,0,0,0,17,0,0,20.5,0,13,77.5,62
21,16,0,0,0,43,50.5,0,39,22.5,2.5,15,13,21,27.5,0,0,0,42.5,9,0,24.5,99,13,61.5,15,21,25,0,0,0,37.5,18.5,0,10.5,211,0,118,43
22,33,0,0,0,8.5,0,0,0.5,189,1,3.5,0.5,22,73,1,0,0.5,1.5,0,0,0,280.5,31,22.5,3.5,22,101.5,16.5,0,1,16.5,0,0,0,212,1,29,0.5
23,27.5,0,0,0.5,17,44,17.5,2,23.5,13.5,0,14.5,23,33,8,0,4,2,4.5,7.5,30.5,20.5,72,3,25.5,23,46,24.5,0,45,10.5,1.5,12.5,6,132.5,5,0,30.5
24,0,0,0,61.5,2,72,222.5,10,14,101,0,7.5,24,2,5.5,0,53.5,3,23,111,0,2,387,0.5,32,24,1,14.5,0,57,3.5,31,60,0,5.5,143,5,48.5
25,4.5,0,0,15,3,63,31,0,1,21.5,0,0,25,13.5,4,0,11.5,0,3,19.5,0,2,108,1.5,2,25,21.5,7.5,0,7,0,3.5,34,0,3,20,7.5,41
26,0.5,1,0,11.5,7.5,0.5,8.5,0,2,1,8.5,1.5,26,1,5.5,4.5,14.5,0.5,0,6,0,0,0,8,14,26,0.5,13,7.5,12,0,0,4.5,0,7.5,0,49.5,36
27,1.5,7.5,0,2,4,0,0.5,0,10,5.5,0,0.5,27,3,8.5,1,0,25,0,0,0,32.5,4,0,12,27,6,23,0,0.5,20.5,0,0,0,14.5,0,0,14.5
28,1,0,0,0.5,12,62.5,0,0,39,33.5,0,2,28,4.5,0.5,0,0.5,10.5,19.5,0,0,11,87.5,0,4,28,6,1.5,0,0,19,8.5,0,0,3.5,26,0,19.5
29,2,0.5,0,0,0,2.5,0,47,10.5,8,0,0,29,4,2,0,0,0.5,2,0,0,30.5,67.5,0,0,29,8.5,4.5,0.5,0,0,13,5.5,0,27.5,6.5,0,0
30,0,--,2,29,0,18.5,0,0,23,47.5,0,0,30,0,--,5,2.5,0,0,0.5,0,14.5,140,0,0,30,0,--,3,3.5,0,0,0,0,36.5,56.5,0,0
31,0,--,22.5,--,38.5,--,78,0,--,223,--,0,31,0,--,51.5,--,0,--,0,0,--,108.5,--,0,31,0,--,123,--,0,--,1,0,--,112.5,--,0
總和,113,88.5,100.5,241,241,589.5,519.5,366,483,602,159,72.5,總和,208,140,207,221.5,216,240.5,202.5,126,572,1839,667,305,總和,296.5,373.5,330,274,306.5,360.5,216,195.5,749,1387,821.5,625
日/月,1,2,3,4,5,6,7,8,9,10,11,12,日/月,1,2,3,4,5,6,7,8,9,10,11,12,日/月,1,2,3,4,5,6,7,8,9,10,11,12
202501,7,15.5,0,18,0,0,0,4,1,0,3.5,1.5,202501,11,25,0,19,0,0,0,6,0,0,3,8.5,202501,12.5,31,0,42.5,0,0,0,10,0,0,4,12
2,12,10.5,0,0,0,0,0,17.5,0,0,22.5,0.5,2,12,23,0,0,0,0,0,17.5,0,0,14.5,12.5,2,21.5,46,0,0,0,0,0,38,0,0,23,7
3,2.5,32.5,0,0,0,5.5,0,2,7,0,6,5,3,4,57,0.5,0,0,15,0,0,6.5,0,28,14,3,5.5,116.5,1,0,0,60.5,0,0,1,0,44.5,6.5
4,0,6,42.5,0,0,11,0,0,34.5,0,7,0,4,0,13.5,45,0,1.5,30,0,0,0.5,0,50.5,0,4,0,9,62.5,0,1.5,42,0,1,0,0,123.5,0
5,0,0,21.5,15,0,15.5,0,87.5,0,0,1,2.5,5,0,0,36,8.5,0,10.5,0,70.5,0,0,18,7,5,0.5,0,66.5,6,1.5,9,0,38.5,0,0,36,8.5
